orig_idx,cluster_id,stage,label
1625,1159,train,0
1626,8,train,0
1627,1160,valid,0
1628,8,train,0
1629,1161,train,0
1630,8,train,0
1631,2,valid,0
1632,1162,valid,1
1633,8,train,0
1634,74,train,0
1635,1163,test,1
1636,1164,train,1
1637,1165,train,0
1638,1166,train,1
1639,1167,train,1
1640,438,train,0
1641,8,train,1
1642,8,train,0
1643,8,train,1
1644,1168,train,1
1645,1169,train,0
1646,1170,train,1
1647,1171,valid,0
1648,8,train,0
1649,1172,train,0
1650,305,train,1
1651,286,valid,1
1652,1173,train,1
1653,1174,train,0
1654,1175,train,1
1655,1176,test,0
1656,1177,train,0
1657,1178,train,0
1658,1179,train,1
1659,1180,train,0
1660,1181,train,0
1661,8,train,1
1662,1182,train,1
1663,1183,train,0
1664,744,train,1
1665,1184,train,1
1666,1185,train,0
1667,1186,train,0
1668,1187,train,0
1669,1188,train,0
1670,1189,train,0
1671,1190,train,0
1672,1191,train,0
1673,1192,train,0
1674,8,train,0
1675,1193,train,1
1676,1194,valid,0
1677,98,train,1
1678,8,train,1
1679,8,train,0
1680,1195,valid,1
1681,67,valid,1
1682,1196,train,1
1683,49,valid,0
1684,1197,train,1
1685,1198,test,0
1686,1199,train,0
1687,227,train,0
1688,1200,train,0
1689,8,train,0
1690,8,train,0
1691,1201,test,1
1692,1024,train,0
1693,1202,train,1
1694,8,train,0
1695,8,train,0
1696,8,train,0
1697,8,train,1
1698,1203,train,1
1699,1204,train,0
1700,1205,train,0
1701,8,train,0
1702,1206,train,0
1703,1207,valid,0
1704,1208,test,0
1705,1209,train,0
1706,8,train,0
1707,1210,valid,0
1708,915,valid,0
1709,443,valid,1
1710,8,train,0
1711,1211,test,0
1712,1212,train,0
1713,8,train,1
1714,1213,train,0
1715,1214,train,0
1716,1215,train,0
1717,566,valid,0
1718,1216,valid,1
1719,8,train,0
1720,1217,train,0
1721,452,test,0
1722,8,train,1
1723,1123,train,0
1724,761,train,1
1725,8,train,1
1726,1218,train,0
1727,1219,valid,0
1728,550,test,0
1729,1220,train,0
1730,1221,train,0
1731,1222,train,0
1732,1223,train,0
1733,122,valid,0
1734,1063,test,0
1735,1224,test,1
1736,1225,test,0
1737,1226,train,1
1738,1227,train,1
1739,8,train,0
1740,1228,train,1
1741,1229,train,0
1742,696,train,0
1743,1230,train,0
1744,8,train,0
1745,1231,train,0
1746,1232,valid,1
1747,1233,train,0
1748,1234,train,1
1749,8,train,1
1750,1235,train,0
1751,8,train,0
1752,577,test,0
1753,1236,train,0
1754,8,train,0
1755,1237,train,1
1756,1238,train,1
1757,1239,train,1
1758,8,train,0
1759,1196,train,1
1760,1240,train,1
1761,1241,train,1
1762,1242,train,1
1763,1243,train,0
1764,1244,train,1
1765,1245,train,0
1766,1246,train,1
1767,1247,train,0
1768,1248,test,1
1769,1249,train,0
1770,1250,train,0
1771,1251,test,0
1772,1252,train,0
1773,1253,valid,1
1774,209,valid,0
1775,8,train,0
1776,1254,train,0
1777,1255,valid,0
1778,1256,test,1
1779,1257,train,1
1780,341,test,0
1781,1258,test,0
1782,8,train,1
1783,1259,train,0
1784,8,train,1
1785,1260,train,0
1786,8,train,0
1787,506,test,1
1788,1261,train,0
1789,1262,train,1
1790,1263,train,0
1791,1264,train,0
1792,1265,train,0
1793,1266,train,0
1794,8,train,1
1795,1267,valid,0
1796,1268,test,0
1797,1269,train,0
1798,8,train,0
1799,1270,train,1
1800,1271,train,0
1801,1272,valid,1
1802,1273,train,0
1803,1274,train,0
1804,1275,train,0
1805,8,train,0
1806,1276,train,1
1807,548,train,1
1808,8,train,0
1809,1277,test,1
1810,166,valid,1
1811,1278,train,0
1812,147,test,1
1813,1279,train,0
1814,1280,train,1
1815,8,train,1
1816,1281,valid,0
1817,288,valid,0
1818,8,train,0
1819,458,valid,1
1820,1282,test,0
1821,1283,train,1
1822,1284,train,1
1823,8,train,0
1824,1285,train,0
1825,8,train,0
1826,1286,train,0
1827,1287,train,1
1828,8,train,1
1829,1288,train,1
1830,1289,train,1
1831,1290,train,0
1832,1291,train,0
1833,534,train,1
1834,1292,train,0
1835,1293,train,1
1836,1294,train,1
1837,1295,train,0
1838,1296,train,1
1839,8,train,0
1840,1297,train,0
1841,1298,train,1
1842,1299,valid,1
1843,8,train,0
1844,8,train,0
1845,8,train,0
1846,1300,test,1
1847,1301,train,1
1848,1302,train,0
1849,1303,train,1
1850,1304,train,1
1851,630,train,1
1852,1305,train,1
1853,1306,train,1
1854,8,train,0
1855,1307,train,1
1856,1308,train,1
1857,1309,train,1
1858,554,train,1
1859,1310,train,0
1860,1221,train,1
1861,8,train,1
1862,626,train,1
1863,1311,valid,0
1864,1312,test,0
1865,208,train,1
1866,1313,train,1
1867,1314,train,1
1868,1315,train,1
1869,1316,train,0
1870,1317,train,1
1871,1318,train,0
1872,150,valid,1
1873,8,train,0
1874,8,train,0
1875,1319,train,0
1876,1320,train,0
1877,1321,train,1
1878,8,train,0
1879,8,train,0
1880,1322,train,0
1881,1323,valid,1
1882,166,valid,0
1883,1324,valid,0
1884,1325,train,1
1885,8,train,0
1886,333,train,1
1887,8,train,1
1888,1326,train,1
1889,1327,train,0
1890,1328,train,0
1891,1329,train,0
1892,3,test,0
1893,8,train,0
1894,1330,train,0
1895,1331,train,1
1896,1332,train,1
1897,8,train,0
1898,1333,train,1
1899,8,train,0
1900,696,train,1
1901,1334,train,1
1902,1335,train,1
1903,8,train,1
1904,1336,train,1
1905,1337,train,0
1906,8,train,1
1907,1338,train,1
1908,1339,train,0
1909,1340,train,0
1910,67,valid,1
1911,147,test,1
1912,1341,train,1
1913,8,train,1
1914,8,train,0
1915,1342,train,0
1916,1343,train,0
1917,8,train,1
1918,1344,train,0
1919,1345,train,0
1920,1346,train,1
1921,1347,train,0
1922,405,valid,0
1923,8,train,1
1924,1348,train,1
1925,1349,train,0
1926,288,valid,0
1927,820,train,1
1928,8,train,0
1929,8,train,0
1930,147,test,1
1931,1350,train,1
1932,1351,test,0
1933,8,train,1
1934,8,train,0
1935,1352,train,1
1936,1353,train,0
1937,8,train,1
1938,1354,train,0
1939,1355,train,0
1940,1356,train,1
1941,1357,train,0
1942,1358,train,1
1943,1359,train,1
1944,1360,train,0
1945,8,train,0
1946,1361,train,1
1947,1362,train,0
1948,8,train,1
1949,8,train,1
1950,1363,train,1
1951,1364,train,0
1952,1365,valid,1
1953,1366,train,0
1954,1367,valid,0
1955,1368,test,1
1956,1369,train,1
1957,1370,train,1
1958,8,train,1
1959,1371,train,0
1960,42,train,0
1961,1372,test,0
1962,246,train,1
1963,1373,train,1
1964,8,train,1
1965,183,test,1
1966,1374,train,0
1967,1375,valid,0
1968,1376,train,1
1969,1377,train,1
1970,1378,train,0
1971,1379,train,0
1972,1380,train,1
1973,8,train,0
1974,1381,train,0
1975,1382,train,1
1976,1383,train,0
1977,1384,test,0
1978,1385,train,1
1979,1386,train,0
1980,1387,train,0
1981,1388,train,1
1982,1389,train,1
1983,1390,test,1
1984,1391,train,0
1985,1104,train,1
1986,1392,train,1
1987,1393,train,1
1988,1394,train,0
1989,1395,train,1
1990,8,train,0
1991,1396,train,0
1992,1397,train,1
1993,147,test,0
1994,1398,train,1
1995,1193,train,1
1996,8,train,0
1997,1399,train,0
1998,1400,valid,0
1999,1401,train,0
2000,1402,train,1
2001,1403,test,0
2002,1404,train,0
2003,1405,train,1
2004,8,train,1
2005,1406,train,1
2006,8,train,1
2007,1407,train,0
2008,8,train,1
2009,1408,train,0
2010,1409,train,0
2011,1410,valid,1
2012,8,train,1
2013,1411,train,0
2014,1412,valid,0
2015,1413,train,1
2016,1414,train,0
2017,8,train,1
2018,1415,train,0
2019,1416,test,1
2020,1417,train,0
2021,1418,test,0
2022,1419,train,0
2023,1420,train,1
2024,1421,train,0
2025,925,train,1
2026,8,train,0
2027,1422,train,1
2028,1423,train,0
2029,1424,train,1
2030,8,train,0
2031,1425,train,1
2032,1426,valid,1
2033,1427,train,0
2034,250,valid,1
2035,8,train,0
2036,1402,train,1
2037,1428,train,1
2038,1429,train,0
2039,1430,train,1
2040,8,train,0
2041,1431,train,1
2042,8,train,0
2043,1432,train,0
2044,1433,train,0
2045,8,train,0
2046,8,train,0
2047,1434,train,1
2048,1435,train,1
2049,1436,train,1
2050,1437,train,1
2051,8,train,0
2052,8,train,1
2053,1438,train,0
2054,962,train,1
2055,1439,train,0
2056,1440,train,0
2057,1441,train,0
2058,8,train,1
2059,112,test,0
2060,1442,valid,1
2061,1443,train,0
2062,8,train,0
2063,1444,valid,0
2064,336,test,0
2065,1445,train,0
2066,1446,train,0
2067,115,test,1
2068,1115,train,0
2069,1447,train,0
2070,1448,test,1
2071,1449,valid,1
2072,1450,test,1
2073,1009,train,0
2074,8,train,1
2075,1451,train,1
2076,1452,test,0
2077,526,valid,1
2078,1453,train,1
2079,8,train,1
2080,1454,train,0
2081,1455,train,1
2082,115,test,1
2083,8,train,0
2084,1456,train,0
2085,1457,test,1
2086,1458,train,1
2087,8,train,0
2088,1251,test,0
2089,1459,train,0
2090,1460,train,1
2091,1461,train,1
2092,1462,train,0
2093,1463,train,1
2094,8,train,1
2095,8,train,1
2096,1464,train,0
2097,1465,train,1
2098,1466,train,0
2099,1467,train,0
2100,8,train,0
2101,1468,train,0
2102,8,train,1
2103,1469,train,1
2104,1470,train,1
2105,1471,train,0
2106,1472,valid,0
2107,1473,train,0
2108,1474,valid,1
2109,1475,train,0
2110,1476,test,0
2111,1477,test,1
2112,8,train,1
2113,122,valid,0
2114,1478,train,0
2115,1479,train,1
2116,1480,train,0
2117,250,valid,1
2118,1481,train,1
2119,1482,train,0
2120,224,valid,0
2121,1483,train,1
2122,1484,train,1
2123,1485,train,0
2124,1486,train,1
2125,1487,train,1
2126,1488,train,1
2127,1489,train,1
2128,1490,train,1
2129,1491,train,1
2130,8,train,1
2131,1492,train,0
2132,1493,train,0
2133,1494,train,0
2134,8,train,0
2135,1112,train,0
2136,107,valid,1
2137,1495,train,0
2138,8,train,0
2139,1496,train,1
2140,1497,train,0
2141,584,train,1
2142,8,train,1
2143,8,train,1
2144,1498,train,1
2145,1499,train,0
2146,1500,train,0
2147,8,train,1
2148,310,train,0
2149,1501,train,1
2150,1502,valid,0
2151,1503,test,0
2152,1504,train,1
2153,922,valid,0
2154,1505,train,1
2155,1506,train,1
2156,1507,train,0
2157,1508,train,1
2158,1509,train,1
2159,1510,train,1
2160,602,train,1
2161,1511,train,0
2162,1512,test,0
2163,1513,train,1
2164,8,train,0
2165,1514,train,0
2166,1033,train,0
2167,1515,train,1
2168,8,train,0
2169,1516,train,1
2170,8,train,0
2171,1517,train,0
2172,1518,train,1
2173,903,train,0
2174,1519,train,1
2175,1520,train,0
2176,1521,train,0
2177,1522,train,1
2178,1523,train,0
2179,1524,train,0
2180,8,train,0
2181,1525,train,0
2182,396,valid,1
2183,1526,train,0
2184,1527,train,0
2185,1528,valid,0
2186,1529,valid,1
2187,8,train,1
2188,8,train,1
2189,1530,train,0
2190,1531,train,1
2191,1532,valid,0
2192,1449,valid,1
2193,8,train,0
2194,1533,train,0
2195,1318,train,1
2196,1534,train,0
2197,1133,train,0
2198,1535,test,1
2199,1536,train,1
2200,1537,train,1
2201,1538,train,1
2202,1539,train,1
2203,1540,train,0
2204,1541,train,1
2205,1542,train,1
2206,1543,train,0
2207,1544,test,0
2208,8,train,0
2209,1545,train,1
2210,672,train,0
2211,1546,train,0
2212,1547,test,0
2213,8,train,0
2214,1548,train,1
2215,1067,train,1
2216,1549,valid,1
2217,1550,train,0
2218,1231,train,0
2219,1551,train,0
2220,1552,train,0
2221,1553,train,0
2222,1554,train,0
2223,8,train,0
2224,336,test,0
2225,8,train,1
2226,1555,train,1
2227,1556,train,1
2228,131,valid,1
2229,1557,train,0
2230,1558,train,0
2231,1559,train,1
2232,1560,train,1
2233,1417,train,0
2234,1561,train,1
2235,8,train,0
2236,1562,train,0
2237,1563,train,0
2238,8,train,0
2239,8,train,0
2240,1564,train,0
2241,1565,train,0
2242,154,train,0
2243,1566,train,0
2244,1567,valid,0
2245,209,valid,1
2246,1568,valid,1
2247,8,train,0
2248,1569,test,0
2249,8,train,1
2250,1570,test,1
2251,759,train,0
2252,8,train,0
2253,8,train,0
2254,8,train,1
2255,8,train,1
2256,8,train,1
2257,1320,train,0
2258,8,train,1
2259,1571,train,0
2260,1572,train,0
2261,8,train,0
2262,1573,train,1
2263,1574,train,0
2264,1575,train,0
2265,1576,train,0
2266,8,train,0
2267,1577,train,0
2268,1578,train,1
2269,1579,train,0
2270,1580,valid,0
2271,1581,train,0
2272,8,train,0
2273,8,train,1
2274,8,train,0
2275,1582,valid,0
2276,8,train,0
2277,8,train,1
2278,8,train,0
2279,1583,train,1
2280,8,train,1
2281,1584,test,0
2282,1585,train,1
2283,8,train,1
2284,1586,train,0
2285,1587,train,0
2286,8,train,0
2287,1588,train,0
2288,1589,train,0
2289,8,train,0
2290,1590,train,0
2291,1591,train,0
2292,1592,train,1
2293,1593,train,0
2294,8,train,1
2295,8,train,0
2296,8,train,1
2297,1594,train,0
2298,1595,train,0
2299,1596,train,0
2300,8,train,1
2301,1597,train,0
2302,8,train,0
2303,1598,valid,1
2304,8,train,0
2305,600,train,0
2306,1599,train,1
2307,1600,test,1
2308,8,train,1
2309,8,train,0
2310,1601,train,0
2311,1602,valid,1
2312,1603,valid,0
2313,1604,train,1
2314,1322,train,1
2315,1605,train,1
2316,1606,train,0
2317,818,train,0
2318,8,train,0
2319,1607,train,0
2320,1608,test,0
2321,1609,train,0
2322,1610,train,1
2323,1611,train,1
2324,8,train,1
2325,1612,train,1
2326,1613,train,1
2327,1614,train,1
2328,1615,train,0
2329,1616,train,1
2330,1617,train,0
2331,1618,train,0
2332,1619,train,1
2333,1620,train,0
2334,1621,train,0
2335,577,test,0
2336,439,train,0
2337,1322,train,1
2338,1592,train,0
2339,1622,train,0
2340,8,train,0
2341,8,train,0
2342,1623,train,1
2343,8,train,0
2344,1624,valid,1
2345,1625,test,0
2346,8,train,0
2347,250,valid,1
2348,8,train,0
2349,1232,valid,1
2350,1626,train,1
2351,1627,train,0
2352,115,test,1
2353,8,train,0
2354,1578,train,0
2355,1628,valid,0
2356,1629,valid,1
2357,1630,train,0
2358,8,train,1
2359,1631,train,0
2360,8,train,0
2361,1632,train,1
2362,1633,test,1
2363,1634,train,1
2364,1635,test,0
2365,8,train,0
2366,39,train,1
2367,1636,test,1
2368,8,train,0
2369,1141,train,0
2370,1637,train,1
2371,1638,train,1
2372,8,train,0
2373,1639,train,0
2374,1640,train,1
2375,8,train,1
2376,1641,train,0
2377,1642,train,0
2378,1643,train,0
2379,1644,train,1
2380,1645,train,1
2381,1646,train,0
2382,1647,train,0
2383,1648,train,0
2384,1649,train,1
2385,8,train,1
2386,1650,train,0
2387,1651,train,1
2388,8,train,1
2389,1123,train,0
2390,8,train,0
2391,1015,train,0
2392,8,train,1
2393,1652,train,1
2394,1653,train,1
2395,1654,train,0
2396,1655,train,0
2397,1656,test,1
2398,8,train,0
2399,1657,train,1
2400,644,train,1
2401,8,train,0
2402,1658,train,0
2403,8,train,0
2404,1659,train,0
2405,535,train,0
2406,8,train,1
2407,1613,train,0
2408,1660,train,1
2409,1661,valid,0
2410,1662,valid,0
2411,8,train,0
2412,8,train,0
2413,732,train,1
2414,1663,test,0
2415,1664,valid,1
2416,8,train,0
2417,1665,train,0
2418,8,train,0
2419,1666,test,1
2420,1667,train,1
2421,1668,train,0
2422,1669,train,0
2423,1670,train,1
2424,1671,train,1
2425,930,valid,1
2426,1672,train,0
2427,1673,train,1
2428,1674,train,1
2429,1675,train,0
2430,1192,train,1
2431,663,train,0
2432,8,train,0
2433,1288,train,1
2434,1676,train,0
2435,1677,train,0
2436,288,valid,0
2437,1678,train,1
2438,1679,train,1
2439,1680,train,0
2440,8,train,1
2441,8,train,1
2442,8,train,0
2443,8,train,1
2444,8,train,0
2445,1681,train,1
2446,1682,train,1
2447,1683,train,0
2448,8,train,0
2449,1684,train,0
2450,8,train,0
2451,8,train,0
2452,1685,train,1
2453,1686,train,0
2454,8,train,1
2455,1687,train,0
2456,1688,train,1
2457,1689,train,0
2458,1443,train,1
2459,1690,train,1
2460,1691,train,0
2461,1692,valid,0
2462,8,train,1
2463,112,test,0
2464,1693,train,1
2465,8,train,1
2466,1694,valid,0
2467,1695,train,1
2468,8,train,0
2469,1696,test,0
2470,1697,train,0
2471,1698,train,1
2472,8,train,0
2473,1699,train,0
2474,238,valid,0
2475,1700,train,0
2476,1701,train,0
2477,915,valid,0
2478,1702,train,0
2479,8,train,0
2480,8,train,0
2481,8,train,0
2482,1703,train,1
2483,1704,train,0
2484,8,train,0
2485,1705,valid,1
2486,288,valid,0
2487,1706,valid,0
2488,1707,train,0
2489,1193,train,1
2490,1708,test,1
2491,682,train,1
2492,1709,test,0
2493,1710,train,1
2494,1711,train,0
2495,1712,train,0
2496,8,train,1
2497,1713,train,0
2498,8,train,0
2499,1714,train,1
2500,1715,train,1
2501,8,train,0
2502,1716,train,1
2503,8,train,0
2504,8,train,1
2505,1717,train,1
2506,1718,train,1
2507,443,valid,1
2508,8,train,0
2509,247,train,1
2510,1719,train,0
2511,1720,train,0
2512,8,train,0
2513,1721,train,0
2514,1722,train,0
2515,120,train,1
2516,1723,train,0
2517,1724,valid,1
2518,1725,valid,0
2519,114,test,1
2520,1726,train,0
2521,1727,test,1
2522,8,train,1
2523,8,train,0
2524,1728,test,0
2525,1729,test,0
2526,962,train,1
2527,1730,train,0
2528,8,train,1
2529,147,test,1
2530,1731,train,1
2531,1207,valid,0
2532,1732,train,1
2533,1733,train,0
2534,1734,train,1
2535,1735,train,0
2536,8,train,0
2537,1736,train,0
2538,1737,train,0
2539,1738,train,0
2540,8,train,0
2541,1739,valid,0
2542,1740,train,0
2543,712,test,0
2544,1741,train,1
2545,930,valid,0
2546,1742,train,1
2547,1743,train,0
2548,8,train,0
2549,1390,test,0
2550,1744,train,1
2551,8,train,0
2552,8,train,1
2553,1745,valid,0
2554,8,train,0
2555,1746,valid,1
2556,8,train,0
2557,1747,train,1
2558,1748,test,0
2559,1749,train,0
2560,1750,test,1
2561,1751,train,1
2562,1752,train,1
2563,1602,valid,1
2564,1753,train,0
2565,1754,train,0
2566,1755,train,1
2567,1756,train,0
2568,1757,test,1
2569,1758,train,1
2570,1759,train,0
2571,1760,train,1
2572,1761,train,0
2573,1762,train,0
2574,1763,train,1
2575,1764,train,0
2576,1765,train,1
2577,8,train,0
2578,1766,train,0
2579,1767,train,1
2580,1768,valid,0
2581,8,train,0
2582,1769,train,1
2583,1770,train,0
2584,1771,train,1
2585,1772,valid,0
2586,1773,train,1
2587,399,train,1
2588,8,train,0
2589,8,train,0
2590,8,train,0
2591,336,test,0
2592,8,train,0
2593,8,train,0
2594,1774,train,1
2595,8,train,0
2596,1668,train,1
2597,935,train,1
2598,8,train,1
2599,8,train,0
2600,214,train,1
2601,8,train,0
2602,1775,train,0
2603,8,train,1
2604,1203,train,1
2605,1776,test,0
2606,1777,train,1
2607,1778,train,0
2608,1779,train,0
2609,8,train,0
2610,8,train,1
2611,1780,train,0
2612,1781,train,0
2613,1782,train,0
2614,1783,valid,1
2615,8,train,0
2616,1784,train,0
2617,1785,test,1
2618,1786,valid,0
2619,1787,test,0
2620,1788,train,1
2621,8,train,0
2622,1789,train,1
2623,1374,train,0
2624,1790,train,1
2625,8,train,0
2626,1791,train,1
2627,1406,train,1
2628,4,test,1
2629,1792,train,0
2630,1793,train,0
2631,1794,train,0
2632,1795,train,0
2633,1796,train,1
2634,1797,train,1
2635,1798,train,0
2636,1799,train,0
2637,8,train,0
2638,8,train,0
2639,8,train,0
2640,1800,train,0
2641,8,train,1
2642,1801,train,1
2643,600,train,1
2644,288,valid,0
2645,1771,train,1
2646,1802,train,1
2647,8,train,0
2648,8,train,0
2649,1803,train,1
2650,8,train,1
2651,1804,train,0
2652,250,valid,1
2653,1805,train,0
2654,1806,test,1
2655,1807,train,0
2656,1808,valid,1
2657,8,train,0
2658,1809,train,1
2659,1187,train,1
2660,1638,train,0
2661,1810,train,1
2662,1811,train,0
2663,893,train,1
2664,1812,train,0
2665,1813,train,1
2666,1814,train,0
2667,1815,test,0
2668,1816,valid,1
2669,1817,test,0
2670,1818,test,1
2671,1819,valid,0
2672,8,train,0
2673,1820,test,0
2674,8,train,0
2675,1821,train,1
2676,1822,train,1
2677,1356,train,1
2678,1823,train,1
2679,8,train,1
2680,1339,train,0
2681,8,train,0
2682,1824,train,0
2683,8,train,0
2684,8,train,1
2685,8,train,1
2686,1825,train,0
2687,8,train,0
2688,1826,train,0
2689,1827,train,0
2690,1828,train,0
2691,1829,train,0
2692,1830,train,0
2693,8,train,0
2694,1831,valid,0
2695,1832,test,0
2696,8,train,1
2697,1833,train,0
2698,1834,valid,1
2699,1835,train,0
2700,1836,test,1
2701,1837,train,0
2702,1838,train,1
2703,1839,train,0
2704,1840,train,0
2705,1841,train,0
2706,1842,train,1
2707,1620,train,0
2708,1843,train,0
2709,1844,train,1
2710,1845,train,1
2711,518,train,0
2712,1846,train,0
2713,1847,train,1
2714,8,train,1
2715,930,valid,1
2716,8,train,0
2717,1848,train,0
2718,1849,train,1
2719,1850,train,1
2720,8,train,0
2721,1439,train,0
2722,8,train,0
2723,1851,train,0
2724,1852,valid,0
2725,1853,train,1
2726,1512,test,0
2727,1854,train,0
2728,1855,train,1
2729,800,train,1
2730,1856,test,0
2731,8,train,1
2732,250,valid,0
2733,1857,train,0
2734,1262,train,1
2735,1858,train,0
2736,1859,train,0
2737,1860,train,1
2738,1861,train,0
2739,1862,train,1
2740,1863,train,0
2741,804,train,1
2742,250,valid,0
2743,1864,train,1
2744,8,train,1
2745,1865,train,0
2746,1866,train,0
2747,1867,train,0
2748,1868,train,1
2749,1869,train,0
2750,716,train,0
2751,8,train,0
2752,1870,train,1
2753,8,train,0
2754,8,train,1
2755,8,train,1
2756,1871,train,0
2757,1872,train,0
2758,756,train,1
2759,1873,train,0
2760,1874,valid,1
2761,328,test,0
2762,1875,train,0
2763,1876,valid,0
2764,1877,train,0
2765,1289,train,0
2766,1878,train,1
2767,1879,train,0
2768,231,train,0
2769,85,train,1
2770,1715,train,1
2771,1880,train,1
2772,1881,train,0
2773,1882,test,1
2774,8,train,0
2775,492,train,0
2776,1883,train,1
2777,288,valid,0
2778,1884,train,1
2779,1885,train,1
2780,122,valid,1
2781,8,train,0
2782,1886,test,0
2783,1887,train,0
2784,8,train,0
2785,8,train,1
2786,1888,train,0
2787,8,train,1
2788,1889,train,1
2789,1890,train,0
2790,1891,train,0
2791,1892,train,1
2792,8,train,0
2793,1893,train,1
2794,1894,valid,0
2795,1895,train,0
2796,8,train,1
2797,1896,train,0
2798,650,test,0
2799,8,train,0
2800,1897,train,1
2801,1898,train,1
2802,1899,train,1
2803,1900,train,1
2804,8,train,1
2805,1901,train,0
2806,1902,train,1
2807,1903,train,0
2808,1904,train,0
2809,1905,valid,0
2810,8,train,0
2811,8,train,0
2812,1906,valid,1
2813,1907,valid,0
2814,1908,test,1
2815,1909,train,1
2816,1910,test,0
2817,596,train,1
2818,1800,train,0
2819,1911,train,1
2820,8,train,1
2821,1912,train,0
2822,1913,train,1
2823,1914,train,0
2824,8,train,0
2825,1915,train,0
2826,1916,train,0
2827,1917,train,0
2828,1918,train,1
2829,1919,train,0
2830,1920,train,0
2831,1921,train,1
2832,1922,train,1
2833,1923,train,1
2834,1924,train,0
2835,1925,train,1
2836,8,train,0
2837,8,train,0
2838,1926,train,0
2839,1927,train,1
2840,1928,train,1
2841,1929,train,0
2842,1930,valid,0
2843,1024,train,1
2844,8,train,1
2845,8,train,0
2846,1251,test,1
2847,8,train,0
2848,1931,test,0
2849,8,train,0
2850,1762,train,1
2851,1932,train,0
2852,1933,train,1
2853,1934,train,0
2854,1935,valid,1
2855,1936,train,0
2856,1937,train,0
2857,8,train,0
2858,1719,train,0
2859,1938,train,1
2860,8,train,0
2861,1939,train,0
2862,1940,train,1
2863,209,valid,1
2864,8,train,0
2865,104,valid,0
2866,1339,train,0
2867,1941,train,1
2868,1942,train,0
2869,107,valid,0
2870,1943,test,1
2871,1944,train,1
2872,1945,valid,0
2873,1946,test,0
2874,166,valid,1
2875,1947,train,1
2876,8,train,0
2877,8,train,0
2878,1475,train,0
2879,1948,train,1
2880,1949,train,0
2881,1950,train,1
2882,1951,train,0
2883,1187,train,1
2884,8,train,1
2885,354,train,0
2886,1952,train,0
2887,1953,train,0
2888,1954,train,0
2889,8,train,0
2890,1955,train,0
2891,1847,train,0
2892,8,train,1
2893,252,train,0
2894,8,train,1
2895,24,test,1
2896,1956,train,1
2897,1957,valid,1
2898,1958,train,0
2899,1959,train,0
2900,1960,train,0
2901,1961,train,0
2902,1962,valid,1
2903,1963,train,0
2904,8,train,1
2905,1964,valid,0
2906,1965,test,1
2907,1966,train,1
2908,1967,test,0
2909,1968,train,0
2910,1969,train,1
2911,1970,train,0
2912,1971,train,1
2913,1972,train,1
2914,8,train,0
2915,1973,train,0
2916,1974,train,0
2917,1975,train,1
2918,841,train,1
2919,8,train,0
2920,1976,train,0
2921,1977,train,0
2922,1978,train,0
2923,1979,train,0
2924,1003,test,0
2925,1980,valid,0
2926,1981,valid,1
2927,1276,train,1
2928,1982,test,0
2929,1983,train,1
2930,8,train,0
2931,1984,train,0
2932,250,valid,0
2933,38,train,1
2934,1985,train,0
2935,1986,train,0
2936,1987,test,1
2937,1988,train,0
2938,8,train,0
2939,8,train,0
2940,8,train,1
2941,131,valid,0
2942,1989,train,1
2943,1438,train,0
2944,1990,train,0
2945,1322,train,0
2946,566,valid,0
2947,1991,train,1
2948,8,train,0
2949,1992,train,1
2950,1993,train,1
2951,133,train,0
2952,288,valid,0
2953,1994,valid,1
2954,1854,train,1
2955,1995,train,1
2956,1996,train,0
2957,1997,train,1
2958,1998,train,1
2959,765,train,1
2960,8,train,0
2961,8,train,0
2962,1867,train,0
2963,1999,train,0
2964,2000,train,1
2965,2001,train,1
2966,2002,train,0
2967,1559,train,1
2968,2003,train,0
2969,2004,train,0
2970,8,train,0
2971,8,train,1
2972,2005,train,1
2973,440,train,0
2974,2006,valid,0
2975,2007,train,1
2976,78,valid,0
2977,8,train,0
2978,8,train,0
2979,8,train,0
2980,1023,train,0
2981,2008,train,0
2982,2009,train,1
2983,2010,train,1
2984,2011,test,0
2985,2012,train,1
2986,115,test,1
2987,2013,train,0
2988,2014,train,1
2989,8,train,1
2990,452,test,1
2991,371,valid,0
2992,8,train,0
2993,115,test,1
2994,2015,train,1
2995,2016,train,0
2996,2017,train,1
2997,2018,train,1
2998,1808,valid,0
2999,2019,train,1
3000,2020,test,0
3001,1406,train,0
3002,2021,train,0
3003,2022,train,1
3004,2023,train,0
3005,2024,train,0
3006,2025,valid,1
3007,2026,train,0
3008,2027,train,0
3009,2028,valid,1
3010,341,test,1
3011,2029,train,0
3012,2030,train,0
3013,2031,valid,0
3014,2032,train,0
3015,2033,train,0
3016,2034,test,1
3017,2035,train,1
3018,2036,test,0
3019,8,train,1
3020,2037,train,1
3021,2038,train,1
3022,115,test,1
3023,8,train,0
3024,2039,train,1
3025,1017,train,0
3026,2040,train,0
3027,2041,train,1
3028,21,test,0
3029,2042,train,1
3030,2043,train,0
3031,2044,train,1
3032,2045,train,1
3033,8,train,0
3034,8,train,1
3035,2046,train,0
3036,2047,train,1
3037,2048,train,0
3038,8,train,0
3039,8,train,0
3040,2049,train,1
3041,1667,train,1
3042,366,test,0
3043,566,valid,0
3044,1158,train,0
3045,2050,train,1
3046,2051,train,1
3047,2052,train,1
3048,2053,train,0
3049,2054,test,1
3050,2055,train,1
3051,2056,train,0
3052,2057,train,1
3053,8,train,1
